"","X","Lat","Long","loc","unique"
"104791",104791,43.4083,-81.0617,"Sebringville , ON",FALSE
"104799",104799,43.8624,-79.9945,"Caledon Village , ON",FALSE
"104803",104803,46.4092,-67.6029,"Florenceville , NB",FALSE
"104820",104820,47.6668,-65.109,"Paquetville , NB",FALSE
"104827",104827,46.5094,-67.211,"Juniper , NB",FALSE
"104839",104839,45.361,-72.9341,"L'ange-gardien , QC",FALSE
"104843",104843,46.4633,-73.1389,"Saint-alexis-des-monts , QC",FALSE
"104854",104854,45.5708,-66.0974,"Hampstead , QC",FALSE
"104883",104883,45.2307,-74.327,"Rivière-beaudette , QC",FALSE
"104884",104884,46.8859,-71.5014,"Shannon , QC",FALSE
"104917",104917,45.3273,-72.6572,"Bromont , QC",FALSE
"104974",104974,45.8434,-76.734,"Fort-coulonge , QC",FALSE
"105031",105031,43.08,-81.3821,"Ilderton , ON",FALSE
"105033",105033,46.5553,-75.3621,"Lac-des-Écorces , QC",FALSE
"105047",105047,45.3093,-74.0552,"Les Cèdres , QC",FALSE
"105058",105058,46.9757,-71.0209,"Château-richer , QC",FALSE
"105069",105069,45.2822,-71.9715,"North Hatley , QC",FALSE
"105106",105106,45.6983,-70.7921,"Lac-drolet , QC",FALSE
"105127",105127,45.038,-73.0412,"Saint-armand , QC",FALSE
"105137",105137,44.1573,-77.6988,"Wooler , ON",FALSE
"105153",105153,45.8833,-72.7667,"Saint-guillaume , QC",FALSE
"105160",105160,45.3925,-76.1884,"Kinburn , ON",FALSE
"105168",105168,47.899,-69.0211,"Saint-cyprien , QC",FALSE
"105214",105214,43.7797,79.4156,"North York , BC",FALSE
"105229",105229,45.6665,-72.3394,"Durham-sud , QC",FALSE
"105274",105274,45.5,-73.5833,"Montréal , SK",FALSE
"105305",105305,45.441,-74.8957,"Fournier , ON",FALSE
"105379",105379,43.0698,-80.1183,"Ohsweken , ON",FALSE
"105416",105416,44.0677,-81.2116,"Formosa , ON",FALSE
"105440",105440,43.4235,-81.6248,"Zurich , ON",FALSE
"105443",105443,45.3137,-73.7453,"Mercier , QC",FALSE
"105444",105444,45.2622,-74.9726,"Moose Creek , ON",FALSE
"105502",105502,45.5104,-75.2216,"Clarence Creek , ON",FALSE
"105503",105503,43.4494,-80.1181,"Morriston , ON",FALSE
"105507",105507,42.9519,-79.8538,"Cayuga , ON",FALSE
"105516",105516,43.21,-79.655,"Winona , ON",FALSE
"105520",105520,43.0368,-80.3302,"Oakland , ON",FALSE
"105560",105560,43.191,-79.8326,"Hannon , ON",FALSE
"105567",105567,44.8448,-75.5445,"Spencerville , ON",FALSE
"105586",105586,45.6895,-61.1981,"Cleveland , ON",FALSE
"105590",105590,43.4022,-80.0397,"Freelton , ON",FALSE
"105602",105602,43.209,-80.6967,"Innerkip , ON",FALSE
"105633",105633,44.1533,-79.016,"Greenbank , ON",FALSE
"105639",105639,43.4801,-80.7626,"Wellesley , ON",FALSE
"105640",105640,44.1339,-79.308,"Mount Albert , ON",FALSE
"105644",105644,45.3552,-75.3508,"Vars , ON",FALSE
"105652",105652,43.9518,-79.8342,"Palgrave , ON",FALSE
"105657",105657,44.0902,-79.6758,"Bond Head , ON",FALSE
"105700",105700,43.7515,-79.9203,"Cheltenham , ON",FALSE
"105707",105707,42.9073,-81.4916,"Mount Brydges , ON",FALSE
"105743",105743,43.0253,-80.3734,"Scotland , ON",FALSE
"105761",105761,44.0798,-79.7735,"Beeton , ON",FALSE
"105780",105780,44.1915,-79.94,"Everett , ON",FALSE
"105792",105792,45.7406,-71.8083,"Wotton , QC",FALSE
"105914",105914,44.6258,-63.707,"Timberlea , NS",FALSE
"105919",105919,46.0333,-74.0333,"Estérel , QC",FALSE
"105943",105943,42.9084,-81.2991,"Lambeth , ON",FALSE
"105954",105954,45.5913,-71.5728,"Bishopton , QC",FALSE
"105987",105987,45.8626,-72.0733,"Kingsey Falls , QC",FALSE
"106010",106010,44.1911,-79.7032,"Cookstown , ON",FALSE
"106126",106126,46.862,-72.401,"Saint-remi , QC",FALSE
"106158",106158,45.9693,-65.0196,"Middlesex , ON",FALSE
"106196",106196,47.8339,-69.4042,"Saint-modeste , QC",FALSE
"106218",106218,43.7476,-81.2487,"Brussels , ON",FALSE
"106223",106223,45.1562,-66.2936,"Prince Of Wales , NB",FALSE
"106233",106233,45.4833,-73.8667,"Sainte-geneviève , QC",FALSE
"106316",106316,45.239,-75.4708,"Metcalfe , ON",FALSE
"106408",106408,47.9546,-69.1963,"Saint-paul-de-la-croix , QC",FALSE
"106414",106414,46.443,-72.9235,"Charette , QC",FALSE
"106491",106491,48.1117,-65.9509,"Maria , QC",FALSE
"106609",106609,46.8833,-71.5167,"Saint-gabriel-de-valcartier , QC",FALSE
"106617",106617,44.8023,-64.2141,"Vaughan , NS",FALSE
"106812",106812,45.2689,-89.6935,"Otis , WI",FALSE
"106813",106813,49.0441,-98.1431,"Brown , MB",FALSE
"106819",106819,45.8837,-71.9448,"Tingwick , QC",FALSE
"106820",106820,46.3753,-63.611,"Freetown , PE",FALSE
"106821",106821,43.7931,-80.1482,"Hillsburgh , ON",FALSE
"106825",106825,43.9883,-77.235,"Bloomfield , ON",FALSE
"106826",106826,45.4365,-75.1575,"Bourget , ON",FALSE
"106828",106828,45.2795,-71.7226,"Martinville , QC",FALSE
"106829",106829,45.5863,-71.6001,"Dudswell , QC",FALSE
"106832",106832,44.3706,-64.752,"Chelsea , NS",FALSE
"106836",106836,46.1586,-71.7097,"Sainte-sophie , QC",FALSE
"106841",106841,48.4333,-71.25,"Kénogami , QC",FALSE
"106842",106842,45.863,-72.8974,"Saint-marcel-de-richelieu , QC",FALSE
"106844",106844,45.4835,-72.6594,"Roxton Pond , QC",FALSE
"106845",106845,46.9333,-74.0167,"Saint-hippolyte , QC",FALSE
"106847",106847,45.4749,-71.4915,"Bury , QC",FALSE
"106848",106848,46.6784,-71.2234,"Breakeyville , QC",FALSE
"106849",106849,45.0726,-73.2923,"Noyan , QC",FALSE
"106851",106851,45.5316,-74.2087,"Saint-placide , QC",FALSE
"106852",106852,45.5708,-66.0974,"Hampstead , NB",FALSE
"106853",106853,45.3064,-73.6771,"Saint-isidore , QC",FALSE
"106854",106854,47.132,-70.3647,"L'islet , QC",FALSE
"106855",106855,45.35,-73.4667,"Saint-philippe , QC",FALSE
"106856",106856,45.4,-73.9333,"L'ile-perrot , QC",FALSE
"106858",106858,45.1452,-72.7974,"Dunham , QC",FALSE
"106859",106859,45.4415,-72.8806,"Saint-paul-d'abbotsford , QC",FALSE
"106860",106860,45.6517,-72.6955,"Upton , QC",FALSE
"106861",106861,48.6833,-71.3667,"Bégin , QC",FALSE
"106862",106862,45.6341,-71.0203,"Nantes , QC",FALSE
"106864",106864,45.9139,-72.9293,"Massueville , QC",FALSE
"106867",106867,46.2375,-63.4933,"Crapaud , PE",FALSE
"106869",106869,45.1268,-72.9105,"Stanbridge East , QC",FALSE
"106870",106870,45.5899,-72.1392,"Kingsbury , QC",FALSE
"106871",106871,46.7201,-71.1964,"Saint-jean-chrysostome , QC",FALSE
"106872",106872,46.6637,-71.5698,"Saint-antoine-de-tilly , QC",FALSE
"106873",106873,48.35,-77.9833,"La Corne , QC",FALSE
"106874",106874,45.3059,-74.3049,"Saint-polycarpe , QC",FALSE
"106875",106875,46.1167,-70.6667,"Ville-saint-georges , QC",FALSE
"106876",106876,46.6159,-71.506,"Saint-apollinaire , QC",FALSE
"106878",106878,45.143,-73.1882,"Henryville , QC",FALSE
"106880",106880,47.873,-66.1263,"Lorne , NB",FALSE
"106881",106881,47.4744,-65.4921,"Allardville , NB",FALSE
"106882",106882,47.7929,-65.7254,"Petit Rocher , NB",FALSE
"106883",106883,47.8837,-65.8143,"Belledune , NB",FALSE
"106885",106885,46.1545,-74.7007,"Conception , QC",FALSE
"106886",106886,43.122,-79.805,"Binbrook , ON",FALSE
"106887",106887,44.9763,-75.2437,"Williamsburg , ON",FALSE
"106888",106888,44.2771,-76.7203,"Odessa , ON",FALSE
"106889",106889,45.1655,-74.1957,"Sainte-barbe , QC",FALSE
"106890",106890,62.4167,-77.9,"Ivujivik , QC",FALSE
"106892",106892,45.764,-72.5006,"Wickham , QC",FALSE
"106893",106893,42.2411,-82.2313,"Merlin , ON",FALSE
"106894",106894,46.0667,-72.8333,"Saint-françois-du-lac , QC",FALSE
"106895",106895,46.4167,-70.5833,"Dorchester , QC",FALSE
"106896",106896,45.8034,-63.9374,"Mansfield , NS",FALSE
"106898",106898,45.1723,-72.0433,"Ayer's Cliff , QC",FALSE
"106901",106901,47.5677,-69.8646,"Kamouraska , QC",FALSE
"106903",106903,47.3857,-69.9274,"Saint-gabriel-lalemant , QC",FALSE
"106904",106904,47.3104,-70.1752,"Saint Roch Des Aulnaies , QC",FALSE
"106905",106905,45.3768,-74.4041,"Sainte-justine-de-newton , QC",FALSE
"106906",106906,47.2161,-70.2665,"Saint Jean Port Joli , QC",FALSE
"106908",106908,46.2565,-74.9366,"La Minerve , QC",FALSE
"106909",106909,49,-72.55,"Girardville , QC",FALSE
"106910",106910,58.4533,-78.1025,"Inukjuak , QC",FALSE
"106911",106911,62.2,-75.6333,"Salluit , QC",FALSE
"106912",106912,61.6,-71.95,"Kangiqsujuaq , QC",FALSE
"106913",106913,58.7667,-69.1167,"Tasiujaq , QC",FALSE
"106914",106914,42.7848,-82.1206,"Oil Springs , ON",FALSE
"106915",106915,45.9093,-71.7359,"Notre-dame-de-ham , QC",FALSE
"106918",106918,45.8206,-76.8876,"Westmeath , ON",FALSE
"106919",106919,44.4818,-75.881,"Mallorytown , ON",FALSE
"106921",106921,44.7222,-76.9198,"Arden , ON",FALSE
"106922",106922,45.9932,-72.2385,"Sainte-clotilde-de-horton , QC",FALSE
"106923",106923,46.0031,-72.3464,"Notre-dame-du-bon-conseil , QC",FALSE
"106924",106924,46.0271,-72.4802,"Sainte-brigitte-des-saults , QC",FALSE
"106925",106925,42.6837,-81.7965,"Newbury , ON",FALSE
"106926",106926,45.2526,-72.8402,"Brigham , QC",FALSE
"106927",106927,46.1781,-73.4189,"Saint-félix , QC",FALSE
"106930",106930,45.6082,-75.1127,"Plaisance , QC",FALSE
"106931",106931,46.2059,-75.9558,"Bouchette , QC",FALSE
"106932",106932,46.6189,-75.9083,"Grand-remous , QC",FALSE
"106933",106933,46.3342,-73.4774,"Saint-damien , QC",FALSE
"106937",106937,43.7234,-81.1388,"Ethel , ON",FALSE
"106938",106938,43.523,-80.6496,"Saint Clements , ON",FALSE
"106941",106941,45.8455,-71.0905,"Lambton , QC",FALSE
"106942",106942,45.8776,-70.9847,"Courcelles , QC",FALSE
"106944",106944,45.6549,-72.7626,"Saint-liboire , QC",FALSE
"106945",106945,46.4211,-73.0136,"Saint-paulin , QC",FALSE
"106947",106947,45.7379,-72.872,"Saint-simon-de-bagot , QC",FALSE
"106948",106948,46.2376,-72.2271,"Saint-sylvère , QC",FALSE
"106949",106949,44.169,-76.6944,"Stella , ON",FALSE
"106950",106950,61.0333,-69.6167,"Quaqtaq , QC",FALSE
"106951",106951,60.0167,-70.0333,"Kangirsuk , QC",FALSE
"106952",106952,47.0718,-71.3049,"Saint-adolphe , QC",FALSE
"106956",106956,45.2477,-71.825,"Compton , QC",FALSE
"106958",106958,45.0825,-63.6968,"Gore , NS",FALSE
"106959",106959,46.51,-70.823,"Springbrook , QC",FALSE
"106960",106960,48.6504,-123.6145,"Shawnigan Lake , BC",FALSE
"106961",106961,45.6811,-73.2019,"Saint-marc-sur-richelieu , QC",FALSE
"106962",106962,45.7828,-73.1762,"Saint-antoine-sur-richelieu , QC",FALSE
"106963",106963,45.2657,-73.6115,"Saint Remi , QC",FALSE
"106965",106965,45.9102,-76.9101,"Waltham , QC",FALSE
"106966",106966,45.4268,-72.3423,"Lawrenceville , QC",FALSE
"106967",106967,45.8779,-63.8234,"Linden , NS",FALSE
"106969",106969,44.5808,-75.7813,"Lyn , ON",FALSE
"106973",106973,42.3054,-82.5502,"Stoney Point , ON",FALSE
"106974",106974,47.6601,-72.2756,"Lac-Édouard , QC",FALSE
"106975",106975,46.0078,-72.0906,"Saint-albert , QC",FALSE
"106976",106976,46.2042,-72.1375,"Daveluyville , QC",FALSE
"106977",106977,45.8333,-71.6667,"Ham-nord , QC",FALSE
"106978",106978,46.3523,-70.6663,"Saint-odilon , QC",FALSE
"106979",106979,46.3228,-70.4258,"Sainte-rose-de-watford , QC",FALSE
"106980",106980,46.1417,-72.7185,"Baie-du-febvre , QC",FALSE
"106981",106981,47.5977,-69.0947,"Saint-elzéar-de-témiscouata , QC",FALSE
"106982",106982,46.7201,-71.1964,"Saint Jean Chrysostome , QC",FALSE
"106983",106983,46.0723,-70.7924,"Saint-benoît-labre , QC",FALSE
"106984",106984,46.1372,-73.5143,"Sainte-mélanie , QC",FALSE
"106985",106985,46.5426,-71.635,"Laurier-station , QC",FALSE
"106986",106986,47.505,-69.9382,"Saint Denis , QC",FALSE
"106987",106987,46.7607,-72.2689,"Saint-ubalde , QC",FALSE
"106988",106988,45.2139,-73.2874,"Saint-blaise-sur-richelieu , QC",FALSE
"106991",106991,45.5768,-72.5236,"Roxton Falls , QC",FALSE
"106992",106992,45.41,-72.3027,"Bonsecours , QC",FALSE
"106993",106993,45.5076,-72.2506,"Racine , QC",FALSE
"106994",106994,44.9089,-63.5031,"Enfield , NS",FALSE
"106996",106996,43.3515,-80.5359,"New Dundee , ON",FALSE
"106999",106999,45.5902,-65.7103,"Norton , NB",FALSE
"107000",107000,43.396,-79.9781,"Carlisle , ON",FALSE
"107001",107001,43.2206,-81.3026,"Granton , ON",FALSE
"107002",107002,46.5166,-71.5972,"Saint-flavien , QC",FALSE
"107003",107003,45.5801,-75.8678,"Cascades , ON",FALSE
"107004",107004,43.5909,-80.8745,"Newton , ON",FALSE
"107005",107005,46.6495,-61.0394,"Cheticamp , NS",FALSE
"107006",107006,45.2784,-63.2657,"Hilden , NS",FALSE
"107007",107007,46.6556,-75.2445,"Chute-saint-philippe , QC",FALSE
"107009",107009,45.8508,-76.4271,"Otter Lake , QC",FALSE
"107010",107010,45.8972,-74.9337,"Namur , QC",FALSE
"107011",107011,46.55,-75.5,"Mont Laurier , QC",FALSE
"107012",107012,46.2871,-75.6294,"Notre-dame-de-pontmain , QC",FALSE
"107014",107014,46.0254,-75.0799,"Duhamel , QC",FALSE
"107015",107015,45.042,-63.2837,"Coldstream , NS",FALSE
"107016",107016,45.0649,-64.6066,"Lakeville , NS",FALSE
"107017",107017,48.4507,-123.4857,"Langford , BC",FALSE
"107018",107018,43.8575,-81.2496,"Bluevale , ON",FALSE
"107020",107020,45.1207,-64.148,"Cheverie , NS",FALSE
"107021",107021,44.249,-64.3138,"Riverport , NS",FALSE
"107022",107022,45.0071,-63.5496,"Nine Mile River , NS",FALSE
"107023",107023,46.6017,-63.9444,"Ellerslie , PE",FALSE
"107024",107024,46.5069,-63.9908,"Richmond , PE",FALSE
"107025",107025,45.2574,-63.7245,"Noel , NS",FALSE
"107026",107026,45.1983,-67.2319,"Oak Bay , NB",FALSE
"107027",107027,46.6228,-70.5448,"Buckland , QC",FALSE
"107030",107030,45.1315,-73.3237,"Saint-valentin , QC",FALSE
"107031",107031,45.3418,-73.1581,"Mont-saint-grégoire , QC",FALSE
"107032",107032,46.65,-71.3,"Saint-Étienne-de-lauzon , QC",FALSE
"107034",107034,47.5931,-69.7317,"Sainte-hélène , QC",FALSE
"107035",107035,45.5704,-75.1265,"Wendover , ON",FALSE
"107036",107036,45.6471,-74.8692,"Fassett , QC",FALSE
"107037",107037,45.4436,-75.2423,"Hammond , ON",FALSE
"107040",107040,47.0746,-64.9109,"Escuminac , NB",FALSE
"107041",107041,47.7939,-64.6466,"Lameque , BC",FALSE
"107042",107042,45.9481,-67.2513,"Nackawic , NB",FALSE
"107043",107043,47.9221,-66.0784,"Nash Creek , NB",FALSE
"107045",107045,46.7799,-65.4578,"Collette , NB",FALSE
"107046",107046,45.9896,-66.5788,"Penniac , NB",FALSE
"107047",107047,42.8343,-79.9293,"Selkirk , ON",FALSE
"107049",107049,45.198,-72.5716,"Brome , QC",FALSE
"107052",107052,46.018,-73.3528,"Saint-thomas , QC",FALSE
"107053",107053,45.1753,-73.032,"Notre-dame-de-stanbridge , QC",FALSE
"107054",107054,45.3635,-73.2985,"Saint-luc , QC",FALSE
"107055",107055,45.9533,-76.0148,"Kazabazua , QC",FALSE
"107056",107056,43.2065,-81.0281,"Lakeside , ON",FALSE
"107057",107057,44.0469,-77.5757,"Carrying Place , ON",FALSE
"107058",107058,19.6833,-102.1167,"Tanaco , 16",FALSE
"107059",107059,20.0639,-98.3333,"Tepantitla , 13",FALSE
"107060",107060,19.3333,-96.3,"La Antigua Veracruz , 30",FALSE
"107061",107061,19.1994,-99.565,"San Miguel Chapultepec , 15",FALSE
"107062",107062,19.6286,-99.3561,"Progreso , 15",FALSE
"107063",107063,42.3901,-82.2911,"Pain Court , ON",FALSE
"107064",107064,44.1946,-77.2297,"Shannonville , ON",FALSE
"107065",107065,43.7948,-80.3229,"Belwood , ON",FALSE
"107066",107066,48.2,-69.0167,"Saint-simon , QC",FALSE
"107067",107067,45.7346,-72.7351,"Sainte-hélène-de-bagot , QC",FALSE
"107068",107068,44.4278,-76.3796,"Battersea , ON",FALSE
"107070",107070,45.5053,-74.469,"Saint-eugène , ON",FALSE
"107071",107071,42.5166,-81.7728,"Muirkirk , ON",FALSE
"107072",107072,44.0377,-79.2039,"Goodwood , ON",FALSE
"107073",107073,46.1545,-74.7007,"La Conception , QC",FALSE
"107075",107075,45.3975,-71.073,"Notre-dame-des-bois , QC",FALSE
"107076",107076,43.7841,-80.2248,"Orton , ON",FALSE
"107078",107078,20.4167,-103.4,"San Miguel Cuyutlán , 14",FALSE
"107079",107079,44.7245,-75.9612,"Frankville , ON",FALSE
"107080",107080,44.2034,-79.2655,"Zephyr , ON",FALSE
"107081",107081,48.7902,-123.1874,"Saturna , BC",FALSE
"107083",107083,47.3667,-61.9333,"L'etang-du-nord , QC",FALSE
"107084",107084,45.8082,-72.6986,"Saint-eugène , QC",FALSE
"107085",107085,46.1167,-70.6833,"Saint-georges-ouest , QC",FALSE
"107086",107086,44.0929,-77.9384,"Castleton , ON",FALSE
"107090",107090,46.0098,-73.5707,"Saint-liguori , QC",FALSE
"107091",107091,47.007,-71.1935,"Sainte-brigitte-de-laval , QC",FALSE
"107092",107092,46.0995,-73.3499,"Sainte-Élisabeth , QC",FALSE
"107094",107094,45.2958,-74.3884,"Saint-télesphore , QC",FALSE
"107095",107095,48.6667,-74.95,"Obedjiwan , QC",FALSE
"107096",107096,44.0294,-78.5326,"Kendal , ON",FALSE
"107097",107097,43.0065,-79.4775,"Wellandport , ON",FALSE
"107100",107100,45.0411,-74.1707,"Athelstan , QC",FALSE
"107101",107101,45.1429,-72.2495,"Georgeville , QC",FALSE
"107102",107102,45.7627,-76.3844,"Ladysmith , QC",FALSE
"107103",107103,44.9555,-76.323,"Balderson , ON",FALSE
"107106",107106,44.08,-81.0024,"Neustadt , ON",FALSE
"107108",107108,45.836,-61.1793,"River Denys , NS",FALSE
"107109",107109,43.3714,-80.8353,"Shakespeare , ON",FALSE
"107110",107110,44.0939,-77.2072,"Demorestville , ON",FALSE
"107111",107111,48.693,-94.439,"Sleeman , ON",FALSE
"107112",107112,43.3471,-81.6356,"Dashwood , ON",FALSE
"107115",107115,42.5894,-82.2702,"Tupperville , ON",FALSE
"107116",107116,43.0547,-79.7142,"Caistorville , ON",FALSE
"107118",107118,44.1176,-80.5465,"Hopeville , ON",FALSE
"107120",107120,43.7846,-79.1294,"Port Union , ON",FALSE
"107122",107122,43.2458,-80.0575,"Copetown , ON",FALSE
"107123",107123,44.8566,-76.1401,"Pideau Ferry , ON",FALSE
"107124",107124,45.4468,-74.5739,"Dalkeith , ON",FALSE
"107125",107125,45.361,-72.9341,"Ange Gardien De Reuville , QC",FALSE
"107126",107126,45.123,-74.0914,"Dewittville , QC",FALSE
"107127",107127,44.1565,-78.8289,"Ceasarea , ON",FALSE
"107128",107128,43.0614,-80.9943,"Thamesford , ON",FALSE
"107129",107129,43.115,-81.5582,"Nairn , ON",FALSE
"107130",107130,46.1106,-71.5742,"Saint Ferdinand , QC",FALSE
"107131",107131,43.3955,-79.7111,"Bronte , ON",FALSE
"107132",107132,46.406,-72.2724,"Gentilly , QC",FALSE
"107133",107133,45.1599,-76.032,"Ashton , ON",FALSE
"107134",107134,42.867,-81.196,"Glanworth , ON",FALSE
"107135",107135,43.8894,-79.1463,"Whitevale , ON",FALSE
"107136",107136,43.2478,-80.2524,"Saint George , ON",FALSE
"107137",107137,46.4947,-65.8327,"Shinnickburn , NB",FALSE
"107138",107138,46.1017,-66.0396,"Hardwood Ridge , NB",FALSE
"107139",107139,43.4374,-79.7765,"Palermo , ON",FALSE
"107140",107140,44.2046,-79.1654,"Leaksdale , ON",FALSE
"107142",107142,18.0375,-93.25,"Miahuatlán Tercera Sección , 27",FALSE
"107143",107143,43.1608,-80.5677,"Gobles , ON",FALSE
"107144",107144,44.8385,-76.5417,"Maberly , ON",FALSE
"107145",107145,44.476,-76.2306,"Seeley Bay , ON",FALSE
"107146",107146,43.9399,-78.4905,"Newtonville , ON",FALSE
"107147",107147,45.4385,-74.9505,"Riceville , ON",FALSE
"107149",107149,45.4494,-72.7862,"Mawcook , QC",FALSE
"107150",107150,46.1103,-72.8773,"Notre-dame-de-pierreville , QC",FALSE
"107151",107151,45.9484,-71.7859,"Coin-saint-philippe , QC",FALSE
"107152",107152,46.2157,-71.0775,"East Broughton , QC",FALSE
"107153",107153,46.468,-72.163,"Sainte-cécile-de-lévrard , QC",FALSE
"107154",107154,45.3858,-74.9058,"Saint Isidore De Prescott , ON",FALSE
"107155",107155,45.527,-73.0101,"Saint-damase , QC",FALSE
"107156",107156,46.3765,-71.5877,"Sainte Anastasie , QC",FALSE
"107157",107157,45.799,-72.858,"Saint-hugues , QC",FALSE
"107158",107158,45.3333,-75.6,"Leitrim , ON",FALSE
"107160",107160,45.0378,-75.4957,"Mountain , ON",FALSE
"107161",107161,43.24,-80.8036,"Hickson , ON",FALSE
"107162",107162,45.5012,-66.5114,"Enniskillen , NB",FALSE
"107164",107164,43.005,-81.631,"Wrightmans Corners , ON",FALSE
"107165",107165,42.483,-82.281,"Oungah , ON",FALSE
"107166",107166,43.5372,-80.5527,"Saint Jacobs , ON",FALSE
"107167",107167,45.8562,-72.977,"Saint-louis-de-bonsecours , QC",FALSE
"107168",107168,51.8167,-114.3667,"Eagle Hill , AB",FALSE
"107169",107169,45.9345,-72.4269,"Saint-cyriille-de-wendover , QC",FALSE
"107170",107170,45.6916,-64.3837,"River Hebert , NS",FALSE
"107174",107174,49,-79.3667,"Normétal , QC",FALSE
"107175",107175,46.1917,-73.1184,"Saint-barthélemy , QC",FALSE
"107180",107180,47.5779,-70.4,"Saint-hilarion , QC",FALSE
"107181",107181,46.1505,-70.9071,"Saint-victor , QC",FALSE
"107182",107182,47.1122,-65.6486,"Bellefond , NB",FALSE
"107184",107184,43.2018,-80.1071,"Jerseyville , ON",FALSE
"107185",107185,46.08,-73.552,"Kildare , QC",FALSE
"107187",107187,47.4671,-69.8805,"Saint Philippe De Neri , QC",FALSE
"107188",107188,43.9742,-78.7444,"Hampton , ON",FALSE
"107189",107189,42.8209,-81.8659,"Alvinston , ON",FALSE
"107190",107190,45.9251,-76.1571,"Danford Lake , QC",FALSE
"107191",107191,43.0277,-79.3601,"Fenwick , ON",FALSE
"107192",107192,42.1714,-82.5923,"Staples , ON",FALSE
"107193",107193,46.7365,-72.4279,"Saint-adelphe , QC",FALSE
"107195",107195,46.0628,-70.5254,"Saint-côme-linière , QC",FALSE
"107196",107196,45.1665,-73.5239,"Sherrington , QC",FALSE
"107197",107197,45.9119,-65.3454,"Cornhill , NB",FALSE
"107199",107199,44.2726,-64.8398,"Greenfield , NS",FALSE
"107200",107200,33.6512,-90.2092,"Money , MS",FALSE
"107201",107201,46.5553,-75.3621,"Lac Des Ecorces , QC",FALSE
"107202",107202,44.4557,-64.0853,"Blandford , NS",FALSE
"107203",107203,46.8854,-64.2269,"Miminegash , PE",FALSE
"107204",107204,45.2665,-63.6831,"Densmores Mills , NS",FALSE
"107205",107205,46.0963,-62.8906,"Eldon , PE",FALSE
"107206",107206,46.8742,-70.911,"Saint-michel-de-bellechasse , QC",FALSE
"107207",107207,46.7205,-70.8918,"Saint-gervais , QC",FALSE
"107208",107208,46.5086,-71.3605,"Saint-gilles , QC",FALSE
"107210",107210,17.1294,-96.8044,"San Lorenzo Cacaotepec , 20",FALSE
"107211",107211,23.9333,-99,"Güémez , 28",FALSE
"107212",107212,24.0167,-99.2,"Santa Engracia , 28",FALSE
"107213",107213,20.5,-100.85,"Crespo , 11",FALSE
"107214",107214,21.2,-104.9667,"La Paz , 18",FALSE
"107215",107215,23.3333,-104.8667,"Dorado , 10",FALSE
"107216",107216,19.1333,-98.2333,"San Lorenzo Almecatla , 21",FALSE
"107217",107217,26.95,-105.7667,"Primero , 6",FALSE
"107219",107219,45.2194,-75.1484,"Crysler , ON",FALSE
"107220",107220,45.2194,-74.7646,"Apple Hill , ON",FALSE
"107221",107221,44.9589,-76.5198,"Mcdonalds Corners , ON",FALSE
"107222",107222,44.4649,-76.4856,"Perth Road , ON",FALSE
"107223",107223,44.9677,-75.6735,"Oxford Mills , ON",FALSE
"107224",107224,45.3193,-73.527,"Saint-mathieu , QC",FALSE
"107225",107225,25.5908,-99.7811,"La Fama , 19",FALSE
"107227",107227,48.0467,-66.7826,"Pointe-à-la-croix , QC",FALSE
"107228",107228,45.6884,-76.211,"Lac-des-loups , QC",FALSE
"107229",107229,46.119,-73.597,"Sainte-marcelline-de-kildare , QC",FALSE
"107230",107230,43.1489,-81.5328,"Ailsa Craig , ON",FALSE
"107233",107233,42.9451,-81.7434,"Kerwood , ON",FALSE
"107234",107234,46.1677,-72.324,"Saint-wenceslas , QC",FALSE
"107235",107235,45.9741,-71.6005,"Saint-fortunat , QC",FALSE
"107236",107236,43.8008,-79.1161,"Rosebank Station , ON",FALSE
"107238",107238,54.0692,-111.4361,"Owlseye Lake , AB",FALSE
"107239",107239,47.9003,-69.3324,"Saint-Épiphane , QC",FALSE
"107240",107240,46.8227,-64.1416,"Elmsdale , PE",FALSE
"107242",107242,45.5874,-74.4691,"Chute-à-blondeau , ON",FALSE
"107243",107243,47.1192,-70.8622,"Saint-ferréol-les-neiges , QC",FALSE
"107244",107244,46.508,-75.9757,"Bois-franc , QC",FALSE
"107245",107245,48.7,-72.65,"La Doré , QC",FALSE
"107247",107247,44.2453,-77.4341,"Foxboro , ON",FALSE
"107248",107248,43.9374,-77.1496,"Cherry Valley , ON",FALSE
"107249",107249,42.6555,-82.011,"Florence , ON",FALSE
"107251",107251,45.3193,-73.527,"Saint Mathieu , QC",FALSE
"107252",107252,45.7498,-73.2811,"Calixa-lavallée , QC",FALSE
"107253",107253,43.1496,-79.3684,"Jordan , ON",FALSE
"107254",107254,46.3992,-72.8798,"Saint-barnabé-nord , QC",FALSE
"107255",107255,46.0031,-72.3464,"Bon Conseil , QC",FALSE
"107257",107257,42.9449,-79.055,"Stevensville , ON",FALSE
"107258",107258,46.8,-71.3167,"Duberger , QC",FALSE
"107260",107260,46.5093,-70.4802,"Saint Luc , QC",FALSE
"107261",107261,48.0054,-65.5314,"Saint Simeon , QC",FALSE
"107262",107262,44.5295,-64.2909,"Chester Basin , NS",FALSE
"107263",107263,43.2634,-80.1863,"Troy , ON",FALSE
"107264",107264,44.4889,-64.2925,"Western Shore , NS",FALSE
"107266",107266,46.4063,-75.526,"Lac-des-Îles , QC",FALSE
"107267",107267,45.8876,-75.0575,"Chénéville , QC",FALSE
